,품종,당도,산도,바디,타닌
5931,피노 누아 (Pinot Noir) ,1,4,3,2
5932,피노 누아 (Pinot Noir) ,1,4,3,2
5933,피노 누아 (Pinot Noir) ,1,5,4,2
5934,피노 누아 (Pinot Noir) ,1,4,4,3
5935,샤르도네 (Chardonnay) ,1,0,5,1
5936,샤르도네 (Chardonnay) ,1,0,5,1
5937,샤르도네 (Chardonnay) ,1,4,4,1
5938,샤르도네 (Chardonnay) ,1,0,0,0
5939,피노 누아 (Pinot Noir) ,1,4,3,1
5940,피노 누아 (Pinot Noir) ,1,0,0,0
5941,피노 누아 (Pinot Noir) ,1,0,0,0
5942,피노 누아 (Pinot Noir) ,1,3,4,3
5943,알리고테 (Aligote) ,1,5,1,1
5944,피노 누아 (Pinot Noir) ,1,0,0,0
5945,샤르도네 (Chardonnay) ,1,0,0,0
5946,가메이 (Gamay) ,1,4,2,2
5947,리슬링 (Riesling) ,1,0,3,0
5948,리슬링 (Riesling) ,1,3,3,1
5949,피노 그리 (Pinot Gris) ,1,3,3,1
5950,소비뇽 블랑 (Sauvignon Blanc) ,1,0,3,0
5951,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
5952,소비뇽 블랑 (Sauvignon Blanc) ,0,0,0,0
5953,네비올로 (Nebbiolo) ,1,0,4,0
5954,산지오베제 그로쏘  (Sangiovese Grosso) ,1,0,4,0
5955,산지오베제 (Sangiovese) ,1,0,4,0
5956,산지오베제 (Sangiovese) ,1,0,0,0
5957,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,3
5958,메를로 (Merlot) ,1,3,5,4
5959,프라파토 (Frappato) ,1,3,4,4
5960,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
5961,메를로 (Merlot) ,1,3,4,3
5962,네로 다볼라 (Nero d'Avola) ,1,0,5,0
5963,네로 다볼라 (Nero d'Avola) ,1,0,5,0
5964,모스카토  (Moscato ) ,4,0,2,0
5965,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
5966,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
5968,피노 누아 (Pinot Noir) ,0,0,0,0
5969,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
5970,템프라니요 (Tempranillo) ,1,3,4,4
5971,샤르도네 (Chardonnay) ,1,3,4,1
5972,모스카토  (Moscato ) ,5,0,0,0
5973,피노 누아 (Pinot Noir) ,1,4,3,3
5974,뮈스까 (Muscat) ,4,1,3,1
5975,모스카토  (Moscato ) ,4,2,2,1
5976,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
5977,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
5978,소비뇽 블랑 (Sauvignon Blanc) ,1,0,0,0
5979,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
5980,샤르도네 (Chardonnay) ,1,3,3,1
5981,피노 누아 (Pinot Noir) ,1,4,2,1
5982,샤르도네 (Chardonnay) ,1,0,3,0
5983,소비뇽 블랑 (Sauvignon Blanc) ,1,5,3,1
5984,시라/쉬라즈 (Syrah/Shiraz) ,2,3,3,4
5985,샤르도네 (Chardonnay) ,2,3,3,1
5986,샤르도네 (Chardonnay) ,1,3,4,1
5987,소비뇽 블랑 (Sauvignon Blanc) ,1,0,3,0
5988,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
5989,샤르도네 (Chardonnay) ,1,4,4,1
5991,샤르도네 (Chardonnay) ,1,3,4,1
5992,알레아티코 (Aleatico) ,1,2,4,3
5993,피노 누아 (Pinot Noir) ,1,4,4,3
5994,마카베오 (Macabeo) ,2,3,2,1
5995,그르나슈 (Grenache) ,1,3,3,4
5996,모스카토  (Moscato ) ,4,3,2,1
5997,모스카토  (Moscato ) ,4,1,2,1
5998,피노 누아 (Pinot Noir) ,1,4,3,3
5999,샤르도네 (Chardonnay) ,1,3,3,1
6000,모스카토  (Moscato ) ,4,2,2,1
6001,모스카토  (Moscato ) ,4,2,3,1
6002,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
6003,카르메네르 (Carmenere) ,1,4,4,4
6004,말벡 (Malbec) ,1,4,3,3
6005,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
6006,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
6007,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
6008,비오니에 (Viognier) ,1,3,2,1
6009,루산느 (Roussanne) ,1,3,3,1
6010,마카베오 (Macabeo) ,2,3,4,1
6011,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,4
6012,메를로 (Merlot) ,1,3,3,3
6013,샤르도네 (Chardonnay) ,1,3,3,1
6014,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,5
6015,피노 누아 (Pinot Noir) ,1,5,2,2
6016,샤르도네 (Chardonnay) ,1,3,3,1
6017,템프라니요 (Tempranillo) ,2,3,3,2
6018,템프라니요 (Tempranillo) ,3,2,3,2
6019,가메이 (Gamay) ,1,3,3,2
6020,가메이 (Gamay) ,1,3,2,2
6021,리슬링 (Riesling) ,2,5,3,1
6022,피노 누아 (Pinot Noir) ,1,5,2,1
6023,템프라니요 (Tempranillo) ,1,4,3,3
6025,리슬링 (Riesling) ,1,5,3,1
6026,리슬링 (Riesling) ,2,5,2,1
6027,리슬링 (Riesling) ,1,5,2,1
6028,리슬링 (Riesling) ,1,5,2,1
6029,리슬링 (Riesling) ,1,5,2,1
6030,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
6031,모스카토  (Moscato ) ,4,2,2,1
6032,모스카텔 (Moscatel) ,4,1,2,1
6033,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
6034,샤르도네 (Chardonnay) ,1,3,4,1
6035,샤르도네 (Chardonnay) ,2,3,3,1
6036,샤르도네 (Chardonnay) ,1,3,5,1
6037,샤르도네 (Chardonnay) ,1,3,5,1
6038,샤르도네 (Chardonnay) ,1,3,4,1
6039,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,3
6040,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,4,0
6041,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,3
6042,리슬링 (Riesling) ,1,3,4,1
6043,리슬링 (Riesling) ,1,5,4,1
6044,리슬링 (Riesling) ,2,5,2,1
6045,리슬링 (Riesling) ,1,5,2,1
6046,피노 누아 (Pinot Noir) ,1,0,3,0
6047,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
6048,산지오베제 (Sangiovese) ,1,4,2,2
6049,피노 그리지오 (Pinot Grigio) ,1,3,3,1
6050,템프라니요 (Tempranillo) ,1,0,3,0
6051,템프라니요 (Tempranillo) ,1,0,3,0
6052,템프라니요 (Tempranillo) ,1,0,4,0
6053,샤르도네 (Chardonnay) ,1,3,4,1
6054,카베르네 프랑 (Cabernet Franc) ,1,4,4,3
6055,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,4
6056,진판델 (Zinfandel) ,1,3,4,3
6057,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
6058,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
6059,피노 누아 (Pinot Noir) ,1,4,3,2
6060,피노 누아 (Pinot Noir) ,1,5,3,3
6061,피노 누아 (Pinot Noir) ,1,3,3,3
6062,피노 누아 (Pinot Noir) ,1,3,3,2
6063,피노 누아 (Pinot Noir) ,1,4,4,2
6064,피노 누아 (Pinot Noir) ,1,4,3,2
6065,피노 누아 (Pinot Noir) ,1,0,3,0
6066,피노 누아 (Pinot Noir) ,1,3,3,2
6067,피노 누아 (Pinot Noir) ,1,4,3,2
6068,피노 누아 (Pinot Noir) ,1,4,4,3
6069,피노 누아 (Pinot Noir) ,1,4,3,2
6070,진판델 (Zinfandel) ,1,2,4,3
6071,샤르도네 (Chardonnay) ,1,4,4,1
6072,피노 누아 (Pinot Noir) ,1,4,2,2
6073,샤르도네 (Chardonnay) ,1,3,4,1
6074,카베르네 소비뇽 (Cabernet Sauvignon) ,2,3,3,3
6075,메를로 (Merlot) ,1,3,3,3
6076,카르메네르 (Carmenere) ,2,0,4,0
6077,아이렌 (Airen) ,2,3,2,1
6078,시라/쉬라즈 (Syrah/Shiraz) ,1,2,5,4
6079,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
6080,시라/쉬라즈 (Syrah/Shiraz) ,2,2,4,3
6081,소비뇽 블랑 (Sauvignon Blanc) ,2,5,3,1
6082,블라우프랜키쉬 (Blaufrankisch) ,1,4,4,4
6083,샤르도네 (Chardonnay) ,1,3,5,1
6084,그르나슈 (Grenache) ,1,3,4,3
6085,피노 누아 (Pinot Noir) ,1,5,4,3
6086,피노 누아 (Pinot Noir) ,1,0,3,0
6087,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
6088,몬테풀치아노 (Montepulciano) ,1,3,3,3
6089,리슬링 (Riesling) ,2,3,2,1
6090,피노 블랑 (Pinot Blanc) ,2,4,3,1
6091,리슬링 (Riesling) ,1,4,4,1
6092,비오니에 (Viognier) ,1,4,3,1
6093,메를로 (Merlot) ,1,3,4,4
6094,메를로 (Merlot) ,1,3,3,3
6095,진판델 (Zinfandel) ,3,3,2,1
6096,진판델 (Zinfandel) ,1,2,4,3
6097,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
6099,산지오베제 (Sangiovese) ,1,3,3,3
6100,산지오베제 그로쏘  (Sangiovese Grosso) ,1,4,4,4
6101,산지오베제 그로쏘  (Sangiovese Grosso) ,1,0,5,0
6102,소비뇽 블랑 (Sauvignon Blanc) ,1,3,3,1
6103,믈롱 드 부르고뉴 (Melon de Bourgogne) ,3,3,4,1
6104,바르베라 (Barbera) ,1,4,2,2
6105,네비올로 (Nebbiolo) ,1,4,2,4
6106,네비올로 (Nebbiolo) ,1,4,3,4
6107,모스카토  (Moscato ) ,4,1,5,1
6108,샤르도네 (Chardonnay) ,2,3,3,1
6109,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
6110,메를로 (Merlot) ,1,3,3,3
6111,쁘띠 시라  (Petite Sirah) ,1,3,4,3
6112,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
6113,피노 누아 (Pinot Noir) ,1,3,3,3
6114,샤르도네 (Chardonnay) ,0,0,0,0
6115,피노 누아 (Pinot Noir) ,1,4,3,3
6116,샤르도네 (Chardonnay) ,1,3,2,1
6117,피노 누아 (Pinot Noir) ,1,3,4,3
6118,피노 누아 (Pinot Noir) ,0,0,0,0
6119,피노 누아 (Pinot Noir) ,1,3,4,3
6120,피노 누아 (Pinot Noir) ,1,3,4,3
6121,리슬링 (Riesling) ,5,3,4,1
6122,말벡 (Malbec) ,1,3,5,5
6123,소비뇽 블랑 (Sauvignon Blanc) ,0,0,0,0
6124,샤르도네 (Chardonnay) ,1,4,2,1
6125,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
6126,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
6127,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
6128,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
6129,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
6130,알바리뇨 (Albarino(Alvarinho)) ,1,3,3,1
6131,비우라 (Viura) ,1,3,3,1
6132,말벡 (Malbec) ,1,3,4,3
6133,피노 누아 (Pinot Noir) ,1,0,4,0
6134,피노 누아 (Pinot Noir) ,1,4,3,2
6135,피노 누아 (Pinot Noir) ,1,4,3,3
6136,피노 누아 (Pinot Noir) ,1,4,3,2
6137,네비올로 (Nebbiolo) ,1,4,3,5
6138,네비올로 (Nebbiolo) ,1,4,3,5
6139,네비올로 (Nebbiolo) ,1,4,3,5
6140,샤르도네 (Chardonnay) ,1,5,2,1
6141,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
6142,피노 누아 (Pinot Noir) ,1,3,3,2
6143,샤르도네 (Chardonnay) ,1,3,4,1
6144,리슬링 (Riesling) ,1,3,3,1
6145,피노 누아 (Pinot Noir) ,1,4,2,2
6146,피노 누아 (Pinot Noir) ,1,4,3,2
6147,피노 누아 (Pinot Noir) ,1,3,3,2
6148,피노 누아 (Pinot Noir) ,1,3,4,3
6149,샤르도네 (Chardonnay) ,1,3,3,1
6150,샤르도네 (Chardonnay) ,1,3,3,1
6151,말벡 (Malbec) ,1,3,4,4
6152,말벡 (Malbec) ,1,3,5,4
6153,피노 그리지오 (Pinot Grigio) ,1,3,2,1
6154,피노 누아 (Pinot Noir) ,1,0,3,0
6155,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
6156,리슬링 (Riesling) ,2,5,2,1
6157,리슬링 (Riesling) ,4,2,4,1
6158,리슬링 (Riesling) ,1,5,2,1
6159,실바너 (Silvaner) ,5,2,4,1
6160,리슬링 (Riesling) ,1,5,3,1
6161,슈페트부르군더 (Spatburgunder) ,1,4,3,3
6162,리슬링 (Riesling) ,1,5,2,1
6163,슈페트부르군더 (Spatburgunder) ,2,4,3,3
6164,베르데호 (Verdejo) ,1,3,2,1
6165,템프라니요 (Tempranillo) ,1,3,4,4
6166,샤르도네 (Chardonnay) ,1,3,4,1
6167,피노 누아 (Pinot Noir) ,2,5,3,3
6168,피노 누아 (Pinot Noir) ,1,5,3,3
6169,피노 누아 (Pinot Noir) ,1,3,3,1
6170,메를로 (Merlot) ,1,3,3,2
6171,가르나차  (Garnacha) ,1,3,3,3
6172,투리가 나시오날 (Touriga Nacional) ,0,0,0,0
6173,산지오베제 (Sangiovese) ,1,3,3,3
6174,모스카토  (Moscato ) ,4,2,2,1
6175,리슬링 (Riesling) ,1,2,3,1
6176,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
6177,샤르도네 (Chardonnay) ,1,3,3,1
6178,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
6179,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
6180,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
6181,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
6182,샤르도네 (Chardonnay) ,1,3,4,1
6183,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
6184,메를로 (Merlot) ,1,3,3,3
6185,샤르도네 (Chardonnay) ,1,3,4,1
6186,모나스트렐 (Monastrell) ,1,3,4,4
6187,메를로 (Merlot) ,1,3,3,3
6188,메를로 (Merlot) ,1,3,3,4
6189,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,5
6190,모스카토  (Moscato ) ,4,2,2,1
6191,샤르도네 (Chardonnay) ,1,4,3,1
6192,피노 누아 (Pinot Noir) ,1,4,3,2
6193,피노 누아 (Pinot Noir) ,1,4,3,2
6194,피노 누아 (Pinot Noir) ,1,3,4,2
6195,피노 누아 (Pinot Noir) ,1,4,4,3
6196,가르나차  (Garnacha) ,1,3,3,3
6197,템프라니요 (Tempranillo) ,1,3,4,3
6198,가르나차  (Garnacha) ,1,3,3,3
6199,마카베오 (Macabeo) ,1,3,3,1
6200,리슬링 (Riesling) ,1,4,2,1
6201,피노 누아 (Pinot Noir) ,1,3,3,2
6202,가르가네가 (Garganega) ,1,5,1,1
6203,가르가네가 (Garganega) ,1,5,1,1
6204,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
6205,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
6206,바르베라 (Barbera) ,1,4,3,2
6207,네비올로 (Nebbiolo) ,1,0,5,0
6208,네비올로 (Nebbiolo) ,1,0,5,0
6209,네비올로 (Nebbiolo) ,1,0,5,0
6210,네비올로 (Nebbiolo) ,1,0,5,0
6211,네비올로 (Nebbiolo) ,1,4,5,5
6212,메를로 (Merlot) ,1,4,4,4
6213,그르나슈 블랑 (Grenache Blanc) ,1,3,2,1
6214,피노 누아 (Pinot Noir) ,1,3,4,3
6215,피노 누아 (Pinot Noir) ,1,4,4,2
6216,샤르도네 (Chardonnay) ,1,4,4,1
6217,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,5
6218,샤르도네 (Chardonnay) ,1,4,3,1
6219,피노 누아 (Pinot Noir) ,1,3,3,2
6220,피노 누아 (Pinot Noir) ,1,0,0,0
6221,모나스트렐 (Monastrell) ,1,0,0,0
6222,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,4,0
6223,샤르도네 (Chardonnay) ,1,0,4,0
6224,리슬링 (Riesling) ,1,4,3,1
6225,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
6226,리슬링 (Riesling) ,3,5,3,1
6227,리슬링 (Riesling) ,1,3,3,1
6228,게뷔르츠트라미너 (Gewurztraminer) ,3,3,3,1
6229,게뷔르츠트라미너 (Gewurztraminer) ,1,3,3,1
6230,피노 그리 (Pinot Gris) ,5,2,4,1
6231,네비올로 (Nebbiolo) ,1,3,4,4
6232,네비올로 (Nebbiolo) ,1,0,4,0
6233,네비올로 (Nebbiolo) ,1,3,4,5
6234,네비올로 (Nebbiolo) ,1,0,4,0
6235,산지오베제 그로쏘  (Sangiovese Grosso) ,1,3,5,4
6236,산지오베제 (Sangiovese) ,1,3,4,4
6237,뮐러 트루가우 (Muller Thurgau) ,1,3,3,1
6238,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
6239,프리울라노 (Friulano) ,1,0,3,0
6240,프리울라노 (Friulano) ,1,3,3,1
6241,피노 비앙코 (Pinot Bianco) ,1,0,3,0
6242,피노 비앙코 (Pinot Bianco) ,1,3,2,1
6243,피노 그리지오 (Pinot Grigio) ,1,3,3,1
6244,리볼라 지알라 (Ribolla Gialla) ,1,0,4,0
6245,그레케토 비앙코 (Grechetto Bianco) ,1,3,3,1
6246,베르디키오 비앙코 (Verdicchio Bianco) ,5,3,5,1
6247,네비올로 (Nebbiolo) ,1,4,5,5
6248,네비올로 (Nebbiolo) ,1,0,0,0
6249,네비올로 (Nebbiolo) ,1,4,4,5
6250,네비올로 (Nebbiolo) ,1,0,5,0
6251,네비올로 (Nebbiolo) ,1,0,5,0
6252,네비올로 (Nebbiolo) ,1,3,5,4
6253,네비올로 (Nebbiolo) ,1,0,5,0
6254,네비올로 (Nebbiolo) ,1,4,4,5
6255,네비올로 (Nebbiolo) ,1,0,4,0
6256,산지오베제 그로쏘  (Sangiovese Grosso) ,1,0,5,0
6257,산지오베제 그로쏘  (Sangiovese Grosso) ,1,3,5,3
6258,산지오베제 (Sangiovese) ,1,0,4,0
6259,산지오베제 (Sangiovese) ,1,0,4,0
6260,산지오베제 (Sangiovese) ,1,3,4,3
6261,메를로 (Merlot) ,1,0,5,0
6262,메를로 (Merlot) ,1,0,5,0
6263,산지오베제 (Sangiovese) ,1,0,4,0
6264,산지오베제 (Sangiovese) ,1,0,4,0
6265,콜로리노 (Colorino) ,1,0,4,0
6267,피노 누아 (Pinot Noir) ,1,0,4,0
6268,템프라니요 (Tempranillo) ,1,0,3,0
6269,메를로 (Merlot) ,1,0,5,0
6270,메를로 (Merlot) ,2,3,3,2
6271,소비뇽 블랑 (Sauvignon Blanc) ,2,4,3,1
6272,시라/쉬라즈 (Syrah/Shiraz) ,2,3,3,1
6273,페코리노 (Pecorino) ,1,3,3,1
6274,팔랑기나 (Falanghina) ,1,3,3,1
6275,네그로아마로 (Negroamaro) ,1,3,4,3
6276,프리미티보 (Primitivo) ,1,3,5,3
6277,프리미티보 (Primitivo) ,2,2,5,3
6278,그릴로 (Grillo) ,1,3,2,1
6279,산지오베제 (Sangiovese) ,1,3,3,3
6280,브라케토 (Brachetto) ,4,1,2,1
6281,샤르도네 (Chardonnay) ,1,3,4,1
6282,카베르네 프랑 (Cabernet Franc) ,1,4,4,4
6283,메를로 (Merlot) ,1,3,4,3
6284,샤르도네 (Chardonnay) ,1,0,4,0
6285,샤르도네 (Chardonnay) ,1,4,3,1
6286,샤르도네 (Chardonnay) ,1,0,3,0
6287,샤르도네 (Chardonnay) ,1,4,3,1
6288,샤르도네 (Chardonnay) ,1,3,3,1
6289,샤르도네 (Chardonnay) ,1,3,4,1
6290,샤르도네 (Chardonnay) ,1,3,3,1
6291,샤르도네 (Chardonnay) ,1,4,3,1
6292,그르나슈 (Grenache) ,1,3,5,3
6293,말벡 (Malbec) ,1,4,5,4
6294,말벡 (Malbec) ,1,3,5,4
6295,세미용 (Semillon) ,1,4,4,1
6296,비오니에 (Viognier) ,1,3,3,1
6297,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
6298,프로세코 (Prosecco) ,1,3,2,1
6299,템프라니요 (Tempranillo) ,1,3,4,3
6300,피노 누아 (Pinot Noir) ,1,4,3,3
6301,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
6302,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
6303,템프라니요 (Tempranillo) ,1,3,3,3
6304,리슬링 (Riesling) ,2,5,2,1
6305,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
6306,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
6307,말벡 (Malbec) ,1,3,5,5
6308,트레비아노 (Trebbiano) ,1,3,3,1
6309,말벡 (Malbec) ,1,3,5,5
6310,메를로 (Merlot) ,1,3,5,4
6311,샤르도네 (Chardonnay) ,1,5,3,1
6312,샤르도네 (Chardonnay) ,1,4,4,1
6313,샤르도네 (Chardonnay) ,1,4,4,1
6314,피노 누아 (Pinot Noir) ,1,3,3,3
6315,산지오베제 (Sangiovese) ,1,3,4,4
6316,산지오베제 (Sangiovese) ,1,3,3,2
6317,피노 누아 (Pinot Noir) ,1,0,3,0
6318,템프라니요 (Tempranillo) ,1,4,5,5
6319,템프라니요 (Tempranillo) ,1,5,5,5
6320,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,4,0
6321,메를로 (Merlot) ,1,0,4,0
6322,메를로 (Merlot) ,1,3,5,4
6323,샤르도네 (Chardonnay) ,1,3,4,1
6324,소비뇽 블랑 (Sauvignon Blanc) ,1,5,3,1
6325,소비뇽 블랑 (Sauvignon Blanc) ,1,5,3,1
6326,피노 누아 (Pinot Noir) ,1,3,3,2
6327,피노 누아 (Pinot Noir) ,1,3,4,2
6328,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
6329,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,4
6330,슈냉 블랑 (Chenin Blanc) ,2,4,3,1
6331,프로세코 (Prosecco) ,1,4,3,1
6332,리슬링 (Riesling) ,1,5,3,1
6333,베르멘티노 (Vermentino) ,1,3,4,1
6334,베르멘티노 (Vermentino) ,1,3,3,1
6335,피노 누아 (Pinot Noir) ,1,5,2,2
6336,피노 누아 (Pinot Noir) ,1,4,2,2
6337,따나 (Tannat) ,1,3,5,5
6338,피노 누아 (Pinot Noir) ,1,3,3,3
6339,샤르도네 (Chardonnay) ,1,4,4,1
6340,피노 누아 (Pinot Noir) ,1,0,4,0
6341,피노 누아 (Pinot Noir) ,1,0,3,0
6342,네비올로 (Nebbiolo) ,1,4,3,5
6343,네비올로 (Nebbiolo) ,1,4,4,5
6344,네비올로 (Nebbiolo) ,1,4,3,4
6345,소비뇽 블랑 (Sauvignon Blanc) ,1,0,1,0
6346,카르메네르 (Carmenere) ,1,0,4,0
6347,샤르도네 (Chardonnay) ,1,0,4,0
6348,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
6349,샤르도네 (Chardonnay) ,1,3,4,1
6350,메를로 (Merlot) ,2,3,3,3
6351,피노 그리지오 (Pinot Grigio) ,1,3,3,1
6352,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
6353,비오니에 (Viognier) ,1,3,3,1
6354,카베르네 프랑 (Cabernet Franc) ,1,3,4,3
6355,모스카토  (Moscato ) ,3,5,2,1
6356,쁘띠 베르도 (Petit Verdot) ,1,3,5,3
6357,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
6358,메를로 (Merlot) ,1,0,4,0
6359,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
6360,말벡 (Malbec) ,1,3,3,4
6361,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,5
6362,피노 누아 (Pinot Noir) ,1,4,2,2
6363,샤르도네 (Chardonnay) ,1,0,3,0
6364,샤르도네 (Chardonnay) ,1,0,3,0
6365,샤르도네 (Chardonnay) ,1,3,3,1
6366,피노 누아 (Pinot Noir) ,1,4,4,2
6367,샤르도네 (Chardonnay) ,1,0,5,0
6368,샤르도네 (Chardonnay) ,1,5,5,1
6369,샤르도네 (Chardonnay) ,1,0,5,0
6370,피노 누아 (Pinot Noir) ,1,4,2,2
6371,피노 누아 (Pinot Noir) ,1,4,2,2
6372,피노 누아 (Pinot Noir) ,1,0,3,0
6373,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
6374,뮈스까 (Muscat) ,2,3,3,1
6375,네비올로 (Nebbiolo) ,1,0,4,0
6376,네비올로 (Nebbiolo) ,1,0,4,0
6377,네비올로 (Nebbiolo) ,1,0,4,0
6378,네비올로 (Nebbiolo) ,1,4,4,5
6379,네비올로 (Nebbiolo) ,1,4,4,4
6380,바르베라 (Barbera) ,1,0,3,0
6381,모스카토  (Moscato ) ,4,2,3,1
6382,가르가네가 (Garganega) ,5,0,4,0
6383,메를로 (Merlot) ,1,0,5,0
6384,네로 다볼라 (Nero d'Avola) ,1,4,4,4
6385,인졸리아 (Inzolia) ,1,3,2,1
6386,피노 누아 (Pinot Noir) ,1,0,3,0
6387,샤르도네 (Chardonnay) ,1,0,4,0
6388,카르메네르 (Carmenere) ,1,3,4,4
6389,소비뇽 블랑 (Sauvignon Blanc) ,1,0,2,0
6390,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
6391,피노 그리 (Pinot Gris) ,1,3,3,1
6392,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
6393,비오니에 (Viognier) ,1,4,4,1
6394,말벡 (Malbec) ,0,0,0,0
6395,말벡 (Malbec) ,1,3,4,4
6396,말벡 (Malbec) ,1,3,4,4
6397,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
6398,리슬링 (Riesling) ,2,4,3,1
6399,메를로 (Merlot) ,1,4,3,3
6400,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,4,0
6401,샤르도네 (Chardonnay) ,1,0,3,0
6402,피노 누아 (Pinot Noir) ,1,3,4,3
6403,피노 누아 (Pinot Noir) ,1,3,4,3
6404,샤르도네 (Chardonnay) ,1,3,4,1
6405,메를로 (Merlot) ,2,3,2,1
6406,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
6407,비오니에 (Viognier) ,1,3,4,1
6408,글레라 (Glera) ,1,3,2,1
6409,메를로 (Merlot) ,1,3,4,3
6410,피노 누아 (Pinot Noir) ,1,4,3,2
6411,피노 누아 (Pinot Noir) ,1,0,4,0
6412,산지오베제 (Sangiovese) ,1,0,4,0
6413,샤르도네 (Chardonnay) ,1,3,3,1
6414,카르메네르 (Carmenere) ,1,3,4,3
6415,메를로 (Merlot) ,2,4,3,3
6416,피노 누아 (Pinot Noir) ,4,2,2,2
6417,샤르도네 (Chardonnay) ,1,3,3,1
6418,샤르도네 (Chardonnay) ,1,3,4,1
6419,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
6420,네비올로 (Nebbiolo) ,1,4,3,4
6421,네비올로 (Nebbiolo) ,1,4,3,5
6422,네비올로 (Nebbiolo) ,1,4,3,4
6423,산지오베제 (Sangiovese) ,1,4,3,3
6424,산지오베제 (Sangiovese) ,1,4,4,4
6425,산지오베제 (Sangiovese) ,1,4,3,3
6426,템프라니요 (Tempranillo) ,1,3,3,3
6427,템프라니요 (Tempranillo) ,1,3,4,3
